id	US-1421005	US-1421094	US-1421095	US-1420999	US-1421000	US-1421010	US-1421096	US-1421097	US-1421098	US-1421001	US-1421002	US-1421004
ENSG00000277766	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000267450	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000267517	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000167460	46	55	77	118.9083023	174	154.8710022	48	28	54	101	91	118
ENSG00000267373	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000167461	525	480	746	514	506	539.0001221	404	316	395	610	647	640
ENSG00000269243	3	0	2	0	4	5	0	0	1	5	8	1
ENSG00000196684	0	1	0	1	1	2	0	1	0	1	0	0
ENSG00000141977	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000105058	136	163	256	213	210	210	100	94	129	259	237	236
ENSG00000267033	0	0	0	0	0	0	0	0	0	0	1	0
ENSG00000275901	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000072958	244.0364075	221	359.0076904	320.2427063	307.3670959	248.003006	201.0671997	196	212	324	349.2049866	347.020813
ENSG00000267275	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000127528	2	3	0	2	0	0	1	1	0	3	0	0
ENSG00000277825	0	0	0	0	0	0	0	0	0	1	0	0
ENSG00000127527	66	52	100	133	123	118	79	66	65	142	172	163
ENSG00000240418	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000267703	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000269058	1	1	0	0	0	0	0	1	0	0	0	0
ENSG00000141979	0	0	0	1.588700056	0	0	0	0	0	0	0	0
ENSG00000105072	6	6	17	15	16	17	9	4	9	14	19	13
ENSG00000085872	115	94	145	131.9279938	137	114	84	63	83	173	189	190
ENSG00000240106	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000269399	2	5	2	4	5	5	1	2	1	6.346300125	9	5
ENSG00000127526	147	183	270	252.989502	305	237	146	104	146	304	352	302
ENSG00000268309	0	0	0	0	0	0	0	0	0	0	1	0
ENSG00000269085	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000105085	29	23	34	40.49369812	34	28.61450005	29	19.10899925	19.07010078	48	37	45.71319962
ENSG00000268790	7.44E-16	1.09E-21	6.78E-05	1.299900055	7.46E-29	2.58E-24	3.34E-24	8.795100212	2.14989996	1.79E-31	1.39E-12	0.435699999
ENSG00000269578	0	1	0	1	2	1.385499954	1	0	2	0	1	2
ENSG00000268087	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000269427	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000214046	178	168	268.9999084	189.7001038	181	186	136	111.0959015	112.7798996	249	200	235.8511047
ENSG00000269044	7	9	11	12	14	17	6	5	12	9	25	21
ENSG00000267904	4	2	6	2	3	3	1	2	3	5	2	10
ENSG00000072954	24	32	64	41	36	46	45	35	35	55	39	61
ENSG00000269419	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000188039	0	0	0	0	1	0	0	0	0	0	0	0
ENSG00000269799	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000127511	73	64	73	96	97	132	81	53	55	85	101	92
ENSG00000268743	0	0	0	1	0	0	0	0	0	1	0	0
ENSG00000127533	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000160111	0	0	1	1	0	0	0	0	0	0	0	0
ENSG00000264250	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000263595	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000268985	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000131351	8	7	13	15	14	5	6	3	2	15	15	11
ENSG00000268289	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000099331	146	127	195	221	237	170	148	106	133	226	251	231
ENSG00000269066	0	0	0	0	0	0	0	0	0	0	1	0
ENSG00000268056	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000269836	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000269480	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000053501	17	34	40	23	33	32	15	12	22	30	31	26
ENSG00000099330	71	47	75	50	50	38	61	46	32	59	70	66
ENSG00000160113	179	176	255	242	236	180	174	126	147	283	240	222
ENSG00000269095	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000130307	1	0	0	0	0	0	0	0	0	1	0	0
ENSG00000105393	90	82	136	96	111	117	91	67	86	112	124	137
ENSG00000269307	0	0	0	0	3.30E-16	0	6.61E-31	0	0	3.71E-42	1.68E-43	9.81E-45
ENSG00000160117	0	0	1	1	1	0	1	0	1	1	0	1
ENSG00000127220	35	35	32	27	39	24	27	28	22	47	41	38
ENSG00000130312	139	130	264	162	186	133	122	106	155	217	203	203
ENSG00000269815	0	0	0	0	1	0	0	0	0	0	0	0
ENSG00000130311	65	56	81	97	92	77	52	46	61	87	87	92
ENSG00000074855	29	29	40	57	55	53	40	17	30	65	43	52
ENSG00000130299	28	21	38	47	41	40	18	19	38	54	58	47
ENSG00000130300	0	0	1	0	0	0	0	0	0	0	0	0
ENSG00000269350	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000269720	0	0	0	0	0	0	0	0	0	1	1	0
ENSG00000130303	95	106	237	153	161	181	81	62	108	208	191	171
ENSG00000269640	9.950400352	10	17.53499985	29.95229912	20	29	10.33339977	8	5.162499905	23.99710083	23	27
ENSG00000141971	36.04959869	29	52.46500015	65.04769897	60	26	39.66659927	23	33.83750153	51.00289917	34	35
ENSG00000269481	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000254503	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000269053	0	1	0	0	0	0	0	0	0	0	0	2
ENSG00000188051	1	1	1	1	0	0	1	2	1	0	0	2
ENSG00000269035	0	0	0	0	0	0	0	0	0	1	0	0
ENSG00000269736	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000171773	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000222805	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000130304	8	15	20	15	20	18	17	9	15	16	15	17
ENSG00000269439	1	2	0	5	4	2	0	1	0	4	4	5
ENSG00000130313	69	61	97	95	86	70	68	44	56	116	75	95
ENSG00000269161	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000167483	0	0	2	5	7	1	2	0	3	1	1	2
ENSG00000130309	107	118	219	221	220	170	106	81	128	232	241	248
ENSG00000243771	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000130477	2	0	1	0	0	0	1	0	0	0	0	1
ENSG00000269752	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000130479	41	21	40	71	77	43	50	26	39	95	81	78
ENSG00000268112	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000130475	0	0	0	0	0	1	0	0	0	0	0	0
ENSG00000179913	23	19	17	21	26	35	7	11	19	34	35	45
ENSG00000248099	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000105639	0	0	0	2	0	0	0	0	0	0	1	0
ENSG00000105640	307.2514038	329	520.5303955	532.9942017	449.1650085	344.0563965	257.0826111	189.1985931	310	527.1964722	553.0604858	551.0192261
ENSG00000207166	5.585800171	13	23.80459976	17.00580025	21.41539955	7.943600178	7.626299858	12.80140018	16	6.600800037	21.58069992	20.98089981
ENSG00000105641	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000007080	16	26	50	47	44	42	21	22	29	45	39	38
ENSG00000105642	0	0	0	0	2	0	0	0	0	0	0	0
ENSG00000252591	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000105643	31	32	33	51	47	44	29	15	25	57	51	40
ENSG00000273654	1.09679997	3.345400095	3.352900028	1.120900035	2.222800016	2.194700003	2.184299946	1.568300009	1.120599985	7.785299778	3.248899937	2.229599953
ENSG00000268623	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000243455	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000096996	0	0	0	0	1	0	0	0	0	0	0	0
ENSG00000099308	136	76	131	166	163	172	109	79	78	183	156	186
ENSG00000269145	0	0	0	0	0	0	0	0	0	1	1	0
ENSG00000105647	146.5325928	20.85149956	175.4624939	138.4694061	222.7496033	214.6166992	146.6613007	110.9853973	107.8347015	225.3199005	209.2993011	216.7584991
ENSG00000268173	1.892500043	105.358902	5.83769989	98.21829987	0.324000001	9.504500389	19.71780014	0.018999999	0.213499993	12.44130039	0.905099988	1.601300001
ENSG00000216490	231.5749969	256.7896118	448.6997986	303.3122864	313.9265137	274.8788147	220.6210022	207.995697	222.9517975	402.2388	378.7956848	374.6402893
ENSG00000254858	43	45	59	67	59	28	46	34	38	61	68	57
ENSG00000105649	0	0	1	1	2	2	5	1	1	3	4	1
ENSG00000268650	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000105650	3	0	3	3	4	5	5	4	0	3	0	3
ENSG00000130518	30	23	35	36	43	43	24	17	25	46	37	37
ENSG00000130522	290	230	379	395	428	320	302	186	206	460	421	396
ENSG00000267959	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000241464	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000130520	142	168	309	249	262	237	146	124	141	294	306	272
ENSG00000239821	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000130517	397.0000916	394.0000916	654	571.9998779	628	517	413	260	392	669.0001221	693.0001221	713.0001221
ENSG00000130513	18	31	49	91	122	44	18	23	35	100	91	104
ENSG00000264175	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000175489	1	0	0	1	0	0	0	1	0	1	0	1
ENSG00000130511	17	10	10	27	29	28	4	10	14	29	20	25
ENSG00000105655	1	4	3	3	10	1	3	3	2	3	5	6
ENSG00000268199	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000105656	37	23	27	57	47	38	31	19	24	52	58	37
ENSG00000268938	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000105701	217	238	315	258	255	177	214	177	223	276	245	238
ENSG00000269191	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000105700	80	85	139	116	137	110	80	54	81	145	124	140
ENSG00000268030	0	0	0	0	0	0	0	0	0	0	1	0
ENSG00000268983	0	0	0	0	0	0	0	0	0	0	0	2
ENSG00000221983	449	441	745.7321777	555.4232178	576	547.227417	346	286.2329102	385.4584961	694	704.0001221	723.0001221
ENSG00000006016	1	0	0	0	1	0	2	1	0	1	0	0
ENSG00000006015	29	34	49	58	59	30	46	28	30	42	55	53
ENSG00000105696	1	0	1	0	1	0	1	0	0	1	0	1
ENSG00000263490	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000167487	23	14	11	22	20	14	13	10	12	17	23	16
ENSG00000105662	25	12	27	25	25	24	20	20	24	24	31	22
ENSG00000105664	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000005007	208	160	278	268	243	203	188	131	158	301	263	246
ENSG00000130283	0	0	0	1	0	0	0	0	0	0	0	0
ENSG00000223802	0	0	0	0	0	0	2	0	0	0	0	0
ENSG00000269694	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000105669	142	161	247	204	201	143.8291016	143	94	129	201	185	196
ENSG00000268193	0	0	0	0	2.79E-15	0.758599997	0	0	0	4.36E-25	0	3.22E-28
ENSG00000105671	59	64	88	63	102	64	48	51	74	85	79	100
ENSG00000051128	1	3	4	4	11	8.412400246	4	1	4	9	6	5
ENSG00000269019	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000241172	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000064607	265	164	272	283	345	369	240	136	224	368	408	416
ENSG00000269131	2	0	0	0	1	0	0	0	0	0	1	2.09829998
ENSG00000105676	167	154	284	239	303	186	184	107	132	301	268	237
ENSG00000181035	175	139	238	223	235	218	147	98	106	300	242	282
ENSG00000064545	41	65	97	64	60	35	48	47	55	68	53	65
ENSG00000064489	4.110300064	6.173099995	7.538499832	5.908400059	10.77299976	0.0287	4.745900154	6.144000053	4.080299854	14.21949959	6.790100098	4.00330019
ENSG00000213999	5.38E-06	1.08E-16	1.10E-18	4.71E-43	1.32E-15	4.972300053	0.0046	5.41E-08	1.05E-10	1.86E-09	3.97E-18	8.70E-14
ENSG00000254901	55.07830048	14.82689953	26.46150017	25.5564003	28.22699928	37.99900055	31.24950027	15.85599995	27.91970062	39.7804985	33.2098999	28.85309982
ENSG00000064490	17	12	14	26	23	28	19	16	24	19	24	18
ENSG00000184162	13	15	17	19	18	29	4	10	11	15	15	18
ENSG00000130287	0	0	0	0	2	0	3	1	0	0	1	2
ENSG00000252973	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000267629	2.69E-25	5.35E-24	4.043499947	1.13E-24	8.414299965	3.50E-16	3.621400118	5.286499977	6.35E-26	8.633500099	4.635499954	3.83E-17
ENSG00000187664	6	5	2.421700001	4	1.634699941	4	1.690799952	1.629099965	5	0.495999992	4.044199944	6
ENSG00000213996	115	143	176.5348053	77	63.95100021	73	85.68779755	77.08439636	98	91.87049866	91.32029724	86
ENSG00000105705	42	29	55	44	54	59	44	26	36	54	63	75
ENSG00000129933	68	50	75	118	102	77	60	47	58	111	123	126
ENSG00000167491	242	185	322	400	407	423	215	152	210	472	468	471
ENSG00000267234	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000207821	0	0	0	0	0	0	0	0	0	1	0	0
ENSG00000178093	1	0	6	1	2	1	2	2	2	2	6	1
ENSG00000186010	192	237	342	206	216	158.6676941	190	127.8022003	175.9794006	221.402298	213	192.3556061
ENSG00000258674	1.76E-41	7.60E-43	7.00E-39	2.90E-34	5.32E-44	2.159499884	0	5.034599781	2.02060008	1.32159996	1.79E-37	3.343699932
ENSG00000250067	2	0	0	2	1	1.172799945	0	1.163200021	2	1.276100039	4	1.300699949
ENSG00000160161	0	0	0	0	0	0	0	0	0	0	1	0
ENSG00000105717	0	0	0	0	0	0	0	0	0	0	1	0
ENSG00000267178	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000259242	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000064547	0	0	1	3	2	5	2	0	1	2	2	1
ENSG00000089639	14	12	23	47	40	29	17	10	21	40	23	45
ENSG00000105726	117	89	146	142	164	138	110	72	97	152	146	148
ENSG00000181896	18	27	38	36	34	23	27	8	28	40.23009872	37	38
ENSG00000271283	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000270402	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000105708	0	0	0	0	0	0	0	0	0	0	1	1
ENSG00000275540	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000271499	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000266904	4	2	7	5	7	10	6	3	3	7	6	6
ENSG00000267581	4.01E-31	0	0	0	0	2	1.76E-32	1.49E-30	0	0	0	0
ENSG00000267693	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000267419	2	2	3	4	3	1	0	1	2	2	4	4
ENSG00000081665	19	9	38	21	22	34	15	19	13	22	33	34
ENSG00000267481	4	0	2	2	2	5	2	1	0	1	2	4
ENSG00000270325	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000256771	34.36500168	33	60	41	34	63	24	28	28	49	57.95140076	58
ENSG00000270270	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000265339	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000267565	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000184635	1	0	1	5	2	2	1	5	0	5	2.048599958	3
ENSG00000267268	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000273791	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000274800	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000197124	22	16	30	29	29	35	26	23	20	26	29	36
ENSG00000264441	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000268070	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000274033	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000269154	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000213988	0	1	0	1	0	0	0	0	0	0	1	0
ENSG00000240673	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000274612	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000224864	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000267383	2	0	0	0	5	7.646999836	0	0	0	2.149199963	1	5.110599995
ENSG00000267220	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000270716	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000256229	0	0	0	0	0	0	0	0	0	1	0	0
ENSG00000267641	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000267771	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000271524	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000268620	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000213985	0	0	0	0	0	0	0	0	0	0	1.061800003	0
ENSG00000269055	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000269274	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000266609	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000271638	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000276294	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000231205	0	0	0	0	0	0	0	0	1	0	0	0
ENSG00000271704	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000268461	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000238517	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000268174	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000269043	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000268335	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000237440	11	8	13	6	9.600600243	12	3	5	11	13	8.024700165	14.69999981
ENSG00000188171	20.53499985	19.36219978	39.61999893	29	43.20880127	52.67839813	19.78610039	9.772000313	19.82889938	23.43129921	41	45.34170151
ENSG00000269110	0.465000004	4.637800217	3.380000114	1.12E-16	3.190700054	1.32159996	0.2139	0.228	4.17110014	4.568699837	8.15E-19	1.42E-06
ENSG00000268272	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000268560	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000269779	0	0	0	0	0	0	0	0	0	0	1	0
ENSG00000268416	0	1	0	0	0	0	0	1	0	0	0	0
ENSG00000269885	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000160229	0	2	0	0	0	0	1	0	0	0	0	1
ENSG00000269040	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000266156	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000269373	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000105750	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000269012	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000269147	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000268326	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000118620	0	1	0	1	1	0	0	1.006700039	0	2	2	1.002099991
ENSG00000271598	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000265650	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000268598	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000160352	0	0	1	3	3	5	0	0	1	5	4	0
ENSG00000201035	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000268357	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000196705	2	0	3	8	3	8	1	3	2	2	9.135399818	7
ENSG00000240522	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000268995	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000182141	30	20	33.66159821	28.74900055	38	55	27	13	13	42	35.3470993	41
ENSG00000268892	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000269839	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000242291	0	0.867399991	0	1.734799981	0	0	0	0	0	0	0.471100003	0
ENSG00000268747	1	0	0	0	0	0	1	0	0	0	0	0
ENSG00000268521	1	2	1	3	3	4	1	0	2	1	3	2
ENSG00000268322	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000172687	0	0	0	0	0	0	1	0	0	0	1	0
ENSG00000268731	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000213976	0	0	0	0	0	0	0	0	0	0	1.004999995	0
ENSG00000196268	36	35	50.07799911	45	48	56	26	28	27.00020027	48	47.74909973	55
ENSG00000269237	0	0	0	0	7.56E-23	0	0	0	0	0	0	0
ENSG00000268119	0	0	0	0	0	0	0	0	0	0	1	0
ENSG00000268658	0	1	0	0	0	0	0	1	1	0	0	0
ENSG00000197013	39.55179977	25	47.24440002	39	33	52	17	12	20	32	36	31
ENSG00000268705	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000268081	0	0	0	0	0	0	0	1	0	0	0	1
ENSG00000268555	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000268240	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000274503	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000271182	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000268278	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000268433	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000268535	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000268117	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000197020	9.083200455	15	11	8	21	14	8	5	6	25	22	16
ENSG00000269845	0	0	0	0	2	0	0	0	0	0	0	0
ENSG00000265084	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000268184	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000269136	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000198521	0	0	0	1	0	1	0	0	1	1	1.011299968	1
ENSG00000268438	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000160321	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000269615	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000271095	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000269504	0	0	0	0	0	0	1	0	0	0	0	0
ENSG00000269199	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000197134	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000269742	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000269505	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000268116	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000268140	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000269575	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000269345	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000196109	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000268079	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000267872	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000268597	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000196350	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000270191	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000268685	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000236312	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000197360	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000269796	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000268830	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000270947	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000268717	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000269138	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000270317	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000260599	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000269364	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000207397	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000271149	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000269332	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000240713	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000221790	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000268823	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000269025	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000269316	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000268038	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000268589	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229676	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000268981	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000198153	0	0	2	0	0	0	0	0	0	0	0	0
ENSG00000241282	0	0	0	0	1	1	0	0	0	0	1	1
ENSG00000270475	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000268789	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000180081	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000213973	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000269509	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000268696	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000271655	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000268541	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000268296	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000269458	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000269067	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000271661	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000261558	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000261615	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000269543	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000267886	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000183850	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000270479	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000268105	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000267920	1	2	1	0	1	0	1	0	2	3	1	0
ENSG00000269471	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000196081	10	10	14.33839989	9	19	12.14710045	7	7	3	6	6	18
ENSG00000268469	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000269837	37.13589859	21	31	46	55.77939987	44	21	19	22.95960045	63	63	54
ENSG00000269107	1.542500019	0	7.15E-32	1.70E-32	0.419499993	1.64E-08	3.89E-08	1.06E-34	0.062199999	0	0	0
ENSG00000213971	44.32149887	27	34	70	76.80110168	71	49	30	27.97820091	79	98	87
ENSG00000268794	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000268148	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000167232	222.4382935	178.7294006	273.9068909	363.7124939	353.5168152	480.5118103	192	131.3914948	190.7057953	415.5354004	424.4880066	475.4634094
ENSG00000267934	0	0	0	0	0	0	0	0	0	0	1	1
ENSG00000269431	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000268992	0	0	0	0	0	0	0	0	0	0	0	1
ENSG00000269416	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000268908	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000275201	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000268100	0	0	0	0	0	1.006100059	0	0	0	0	0	0
ENSG00000197372	25	18	33	35	31	42	17	15	22	27	27.55599976	43
ENSG00000268455	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000240231	0	0	0	0	0	0	0	0	1.066599965	0	2.088200092	0
ENSG00000269320	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000196172	0	0	0	0	3	0	0	0	1	2.002799988	0	2.002399921
ENSG00000233836	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000205246	12.25949955	28.87540054	39.82970047	28.75659943	31.53269958	31.65889931	12.42310047	7.852600098	18.19389915	37.47040176	44.00790024	36.36360168
